"","vote_2019","gender","edu","age","province","dummy_vote"
"1755","Conservative Party","Male","Graduated high school","30 to 44","NB",0
"1756","Liberal Party","Female","Graduated college","30 to 44","BC",1
"1757","Liberal Party","Male","Graduated college","60 plus","ON",1
"1758","Conservative Party","Male","Graduated high school","60 plus","ON",0
"1759","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"1760","Conservative Party","Male","Didn't graduate college","30 to 44","AB",0
"1761","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"1762","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"1763","Conservative Party","Female","Graduated college","30 to 44","ON",0
"1764","Conservative Party","Female","Graduated college","45 to 59","AB",0
"1765","Conservative Party","Male","Graduated college","60 plus","ON",0
"1766","Liberal Party","Female","Graduated college","30 to 44","ON",1
"1767","Liberal Party","Male","Didn't graduate college","60 plus","NB",1
"1768","Conservative Party","Female","Graduated high school","30 to 44","BC",0
"1769","Liberal Party","Male","Graduated college","45 to 59","BC",1
"1770","Liberal Party","Male","Graduated college","30 to 44","ON",1
"1771","Conservative Party","Female","Graduated college","60 plus","SK",0
"1772","Conservative Party","Female","Graduated college","60 plus","ON",0
"1773","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"1774","Liberal Party","Male","Graduated college","45 to 59","ON",1
"1775","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"1776","Conservative Party","Male","Graduated college","45 to 59","QC",0
"1777","Liberal Party","Male","Graduated college","60 plus","QC",1
"1778","Liberal Party","Male","Didn't graduate college","30 to 44","AB",1
"1779","Liberal Party","Male","Graduated college","45 to 59","ON",1
"1780","Conservative Party","Female","Graduated college","30 to 44","AB",0
"1781","Liberal Party","Female","Graduated college","45 to 59","SK",1
"1782","Conservative Party","Male","Didn't graduate college","45 to 59","MB",0
"1783","Liberal Party","Male","Graduated college","30 to 44","BC",1
"1784","Liberal Party","Male","Graduated college","60 plus","QC",1
"1785","Liberal Party","Female","Graduated college","30 to 44","ON",1
"1786","Liberal Party","Male","Graduated college","18 to 29","AB",1
"1787","Conservative Party","Female","Didn't graduate high school","45 to 59","QC",0
"1788","Liberal Party","Female","Graduated high school","45 to 59","QC",1
"1789","Conservative Party","Female","Didn't graduate college","30 to 44","ON",0
"1790","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"1791","Liberal Party","Male","Graduated high school","60 plus","ON",1
"1792","Conservative Party","Female","Graduated college","30 to 44","AB",0
"1793","Conservative Party","Male","Graduated college","60 plus","ON",0
"1794","Conservative Party","Male","Graduated college","30 to 44","SK",0
"1795","Conservative Party","Male","Didn't graduate college","60 plus","NB",0
"1796","Conservative Party","Female","Graduated college","45 to 59","BC",0
"1797","Conservative Party","Male","Graduated college","45 to 59","AB",0
"1798","Liberal Party","Female","Graduated college","45 to 59","ON",1
"1799","Liberal Party","Male","Graduated college","30 to 44","AB",1
"1800","Liberal Party","Female","Didn't graduate college","30 to 44","BC",1
"1801","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"1802","Liberal Party","Female","Graduated college","30 to 44","ON",1
"1803","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"1804","Liberal Party","Female","Didn't graduate college","45 to 59","SK",1
"1805","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"1806","Liberal Party","Male","Didn't graduate college","30 to 44","NS",1
"1807","Liberal Party","Male","Didn't graduate college","60 plus","MB",1
"1808","Liberal Party","Female","Graduated college","30 to 44","QC",1
"1809","Conservative Party","Female","Didn't graduate college","30 to 44","QC",0
"1810","Liberal Party","Female","Graduated college","18 to 29","QC",1
"1811","Liberal Party","Male","Didn't graduate college","45 to 59","MB",1
"1812","Conservative Party","Female","Graduated college","60 plus","AB",0
"1813","Conservative Party","Male","Graduated college","18 to 29","QC",0
"1814","Liberal Party","Female","Graduated high school","60 plus","QC",1
"1815","Liberal Party","Female","Graduated college","45 to 59","MB",1
"1816","Liberal Party","Male","Graduated high school","18 to 29","AB",1
"1817","Liberal Party","Female","Graduated high school","60 plus","QC",1
"1818","Conservative Party","Female","Graduated college","30 to 44","QC",0
"1819","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"1820","Liberal Party","Female","Didn't graduate college","60 plus","BC",1
"1821","Conservative Party","Male","Graduated college","30 to 44","BC",0
"1822","Liberal Party","Female","Graduated college","60 plus","ON",1
"1823","Liberal Party","Male","Graduated college","60 plus","QC",1
"1824","Conservative Party","Female","Graduated high school","45 to 59","ON",0
"1825","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"1826","Liberal Party","Female","Didn't graduate college","30 to 44","PE",1
"1827","Liberal Party","Female","Graduated college","60 plus","ON",1
"1828","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"1829","Conservative Party","Male","Graduated college","60 plus","ON",0
"1830","Liberal Party","Male","Graduated college","60 plus","ON",1
"1831","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"1832","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"1833","Conservative Party","Female","Didn't graduate college","60 plus","BC",0
"1834","Conservative Party","Male","Didn't graduate college","60 plus","MB",0
"1835","Liberal Party","Female","Graduated high school","60 plus","MB",1
"1836","Conservative Party","Male","Graduated high school","45 to 59","AB",0
"1837","Liberal Party","Male","Didn't graduate college","60 plus","MB",1
"1838","Liberal Party","Female","Graduated college","30 to 44","QC",1
"1839","Liberal Party","Female","Didn't graduate high school","60 plus","BC",1
"1840","Conservative Party","Female","Graduated high school","30 to 44","ON",0
"1841","Liberal Party","Female","Graduated college","60 plus","ON",1
"1842","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"1843","Conservative Party","Female","Graduated college","45 to 59","BC",0
"1844","Conservative Party","Female","Graduated high school","30 to 44","MB",0
"1845","Liberal Party","Male","Graduated college","30 to 44","ON",1
"1846","Liberal Party","Male","Graduated college","60 plus","ON",1
"1847","Conservative Party","Male","Didn't graduate high school","45 to 59","AB",0
"1848","Conservative Party","Male","Graduated college","30 to 44","ON",0
"1849","Conservative Party","Male","Graduated high school","30 to 44","AB",0
"1850","Conservative Party","Male","Didn't graduate college","60 plus","SK",0
"1851","Liberal Party","Male","Graduated high school","60 plus","NB",1
"1852","Liberal Party","Male","Graduated high school","18 to 29","BC",1
"1853","Liberal Party","Female","Graduated college","60 plus","ON",1
"1854","Liberal Party","Female","Graduated college","45 to 59","ON",1
"1855","Liberal Party","Female","Didn't graduate college","60 plus","QC",1
"1856","Conservative Party","Male","Didn't graduate college","18 to 29","QC",0
"1857","Liberal Party","Male","Graduated high school","45 to 59","QC",1
"1858","Liberal Party","Male","Graduated college","60 plus","NS",1
"1859","Liberal Party","Female","Graduated college","18 to 29","ON",1
"1860","Liberal Party","Male","Graduated college","60 plus","BC",1
"1861","Conservative Party","Female","Didn't graduate college","30 to 44","ON",0
"1862","Conservative Party","Female","Graduated college","45 to 59","NB",0
"1863","Liberal Party","Male","Graduated college","60 plus","BC",1
"1864","Conservative Party","Female","Graduated high school","18 to 29","BC",0
"1865","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"1866","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"1867","Liberal Party","Male","Graduated college","30 to 44","BC",1
"1868","Conservative Party","Male","Graduated high school","45 to 59","ON",0
"1869","Conservative Party","Male","Graduated college","45 to 59","AB",0
"1870","Conservative Party","Male","Didn't graduate college","45 to 59","AB",0
"1871","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"1872","Liberal Party","Male","Graduated college","30 to 44","QC",1
"1873","Conservative Party","Male","Didn't graduate college","45 to 59","MB",0
"1874","Liberal Party","Female","Didn't graduate high school","45 to 59","QC",1
"1875","Liberal Party","Female","Graduated college","60 plus","AB",1
"1876","Liberal Party","Male","Didn't graduate college","30 to 44","NL",1
"1877","Conservative Party","Female","Didn't graduate college","60 plus","SK",0
"1878","Conservative Party","Female","Graduated college","45 to 59","ON",0
"1879","Conservative Party","Female","Graduated college","30 to 44","MB",0
"1880","Liberal Party","Female","Graduated college","45 to 59","ON",1
"1881","Liberal Party","Female","Graduated college","45 to 59","ON",1
"1882","Liberal Party","Male","Graduated college","60 plus","AB",1
"1883","Conservative Party","Female","Didn't graduate college","60 plus","QC",0
"1884","Liberal Party","Female","Didn't graduate college","18 to 29","QC",1
"1885","Liberal Party","Male","Didn't graduate college","30 to 44","BC",1
"1886","Liberal Party","Female","Graduated college","45 to 59","ON",1
"1887","Liberal Party","Female","Didn't graduate high school","18 to 29","ON",1
"1888","Liberal Party","Male","Didn't graduate college","30 to 44","QC",1
"1889","Liberal Party","Female","Didn't graduate high school","30 to 44","ON",1
"1890","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"1891","Liberal Party","Female","Graduated high school","60 plus","BC",1
"1892","Liberal Party","Female","Graduated college","18 to 29","AB",1
"1893","Conservative Party","Male","Graduated college","60 plus","ON",0
"1894","Conservative Party","Male","Graduated college","30 to 44","QC",0
"1895","Liberal Party","Female","Didn't graduate college","60 plus","BC",1
"1896","Liberal Party","Female","Graduated college","45 to 59","MB",1
"1897","Liberal Party","Male","Graduated college","60 plus","BC",1
"1898","Liberal Party","Female","Graduated college","60 plus","ON",1
"1899","Conservative Party","Female","Graduated high school","60 plus","BC",0
"1900","Conservative Party","Male","Graduated college","45 to 59","ON",0
"1901","Conservative Party","Male","Didn't graduate college","60 plus","SK",0
"1902","Conservative Party","Male","Graduated college","30 to 44","ON",0
"1903","Conservative Party","Male","Graduated high school","60 plus","NB",0
"1904","Conservative Party","Female","Graduated high school","60 plus","ON",0
"1905","Conservative Party","Female","Didn't graduate college","60 plus","AB",0
"1906","Liberal Party","Male","Graduated college","60 plus","QC",1
"1907","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"1908","Conservative Party","Male","Didn't graduate college","45 to 59","AB",0
"1909","Liberal Party","Male","Graduated college","45 to 59","QC",1
"1910","Conservative Party","Female","Graduated high school","45 to 59","BC",0
"1911","Liberal Party","Male","Graduated college","30 to 44","QC",1
"1912","Liberal Party","Female","Didn't graduate college","30 to 44","PE",1
"1913","Conservative Party","Female","Graduated college","60 plus","BC",0
"1914","Liberal Party","Male","Graduated high school","60 plus","NS",1
"1915","Conservative Party","Male","Didn't graduate college","30 to 44","QC",0
"1916","Conservative Party","Female","Graduated college","60 plus","AB",0
