"","vote_2019","gender","edu","age","province","dummy_vote"
"1213","Conservative Party","Male","Graduated high school","30 to 44","QC",0
"1214","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"1215","Conservative Party","Female","Didn't graduate high school","18 to 29","AB",0
"1216","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"1217","Liberal Party","Female","Graduated college","30 to 44","ON",1
"1218","Conservative Party","Female","Graduated high school","45 to 59","NB",0
"1219","Conservative Party","Male","Graduated college","45 to 59","ON",0
"1220","Liberal Party","Female","Graduated college","60 plus","BC",1
"1221","Liberal Party","Male","Graduated college","45 to 59","ON",1
"1222","Liberal Party","Female","Graduated college","45 to 59","ON",1
"1223","Liberal Party","Female","Graduated college","45 to 59","ON",1
"1224","Liberal Party","Male","Didn't graduate high school","60 plus","NL",1
"1225","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"1226","Liberal Party","Male","Didn't graduate college","30 to 44","ON",1
"1227","Liberal Party","Female","Graduated college","30 to 44","QC",1
"1228","Liberal Party","Female","Graduated college","18 to 29","ON",1
"1229","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"1230","Conservative Party","Male","Didn't graduate high school","60 plus","ON",0
"1231","Conservative Party","Male","Didn't graduate college","60 plus","BC",0
"1232","Liberal Party","Female","Didn't graduate college","45 to 59","BC",1
"1233","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"1234","Liberal Party","Male","Graduated college","18 to 29","AB",1
"1235","Liberal Party","Male","Graduated college","45 to 59","QC",1
"1236","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"1237","Conservative Party","Female","Didn't graduate college","18 to 29","ON",0
"1238","Conservative Party","Male","Graduated college","45 to 59","MB",0
"1239","Conservative Party","Male","Graduated college","30 to 44","ON",0
"1240","Liberal Party","Male","Graduated college","60 plus","QC",1
"1241","Liberal Party","Female","Didn't graduate college","60 plus","NL",1
"1242","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"1243","Conservative Party","Male","Graduated college","45 to 59","ON",0
"1244","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"1245","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"1246","Conservative Party","Male","Graduated college","30 to 44","MB",0
"1247","Liberal Party","Male","Didn't graduate college","18 to 29","ON",1
"1248","Liberal Party","Male","Graduated college","60 plus","ON",1
"1249","Conservative Party","Male","Graduated high school","18 to 29","ON",0
"1250","Liberal Party","Male","Graduated high school","30 to 44","ON",1
"1251","Conservative Party","Female","Graduated college","60 plus","ON",0
"1252","Liberal Party","Male","Graduated college","45 to 59","QC",1
"1253","Liberal Party","Male","Graduated college","18 to 29","MB",1
"1254","Conservative Party","Female","Graduated college","18 to 29","ON",0
"1255","Conservative Party","Male","Didn't graduate high school","30 to 44","ON",0
"1256","Liberal Party","Female","Graduated college","30 to 44","QC",1
"1257","Liberal Party","Female","Graduated college","30 to 44","NS",1
"1258","Conservative Party","Female","Didn't graduate college","45 to 59","SK",0
"1259","Liberal Party","Male","Graduated high school","60 plus","NB",1
"1260","Conservative Party","Female","Graduated high school","60 plus","QC",0
"1261","Liberal Party","Female","Graduated college","18 to 29","BC",1
"1262","Liberal Party","Female","Graduated college","30 to 44","AB",1
"1263","Conservative Party","Female","Didn't graduate college","60 plus","QC",0
"1264","Liberal Party","Female","Graduated college","30 to 44","SK",1
"1265","Liberal Party","Male","Graduated college","60 plus","ON",1
"1266","Liberal Party","Male","Graduated high school","18 to 29","BC",1
"1267","Liberal Party","Male","Graduated college","45 to 59","NB",1
"1268","Liberal Party","Male","Graduated high school","60 plus","QC",1
"1269","Conservative Party","Female","Graduated high school","30 to 44","MB",0
"1270","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"1271","Liberal Party","Female","Graduated college","45 to 59","BC",1
"1272","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"1273","Conservative Party","Male","Graduated college","30 to 44","BC",0
"1274","Conservative Party","Male","Graduated high school","45 to 59","NS",0
"1275","Conservative Party","Female","Graduated college","45 to 59","ON",0
"1276","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"1277","Conservative Party","Female","Didn't graduate college","18 to 29","AB",0
"1278","Conservative Party","Male","Graduated college","60 plus","AB",0
"1279","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"1280","Liberal Party","Male","Didn't graduate college","60 plus","NS",1
"1281","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"1282","Liberal Party","Female","Graduated college","30 to 44","QC",1
"1283","Liberal Party","Female","Didn't graduate college","60 plus","QC",1
"1284","Liberal Party","Male","Graduated college","60 plus","QC",1
"1285","Conservative Party","Male","Didn't graduate college","30 to 44","ON",0
"1286","Conservative Party","Male","Didn't graduate college","30 to 44","NL",0
"1287","Conservative Party","Female","Graduated college","30 to 44","QC",0
"1288","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"1289","Conservative Party","Male","Graduated high school","60 plus","BC",0
"1290","Liberal Party","Female","Graduated college","45 to 59","NB",1
"1291","Liberal Party","Female","Didn't graduate high school","30 to 44","QC",1
"1292","Liberal Party","Male","Graduated college","60 plus","ON",1
"1293","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"1294","Liberal Party","Male","Graduated college","30 to 44","ON",1
"1295","Conservative Party","Male","Graduated college","45 to 59","ON",0
"1296","Conservative Party","Male","Graduated high school","60 plus","ON",0
"1297","Conservative Party","Female","Graduated college","60 plus","QC",0
"1298","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"1299","Conservative Party","Male","Graduated college","30 to 44","ON",0
"1300","Conservative Party","Male","Didn't graduate college","45 to 59","AB",0
"1301","Liberal Party","Female","Graduated high school","60 plus","QC",1
"1302","Conservative Party","Female","Graduated college","30 to 44","QC",0
"1303","Conservative Party","Male","Didn't graduate college","60 plus","BC",0
"1304","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"1305","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"1306","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"1307","Liberal Party","Male","Graduated college","60 plus","ON",1
"1308","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"1309","Liberal Party","Female","Graduated high school","30 to 44","QC",1
"1310","Liberal Party","Male","Graduated college","45 to 59","ON",1
"1311","Liberal Party","Female","Graduated college","30 to 44","ON",1
"1312","Liberal Party","Male","Didn't graduate college","60 plus","BC",1
"1313","Conservative Party","Male","Graduated college","30 to 44","ON",0
"1314","Liberal Party","Male","Graduated college","18 to 29","ON",1
"1315","Conservative Party","Female","Graduated high school","45 to 59","BC",0
"1316","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"1317","Conservative Party","Male","Graduated college","60 plus","ON",0
"1318","Liberal Party","Male","Graduated college","60 plus","ON",1
"1319","Conservative Party","Female","Graduated college","45 to 59","QC",0
"1320","Conservative Party","Male","Graduated high school","30 to 44","ON",0
"1321","Liberal Party","Female","Didn't graduate high school","60 plus","ON",1
"1322","Conservative Party","Male","Didn't graduate college","45 to 59","AB",0
"1323","Conservative Party","Male","Graduated high school","18 to 29","QC",0
"1324","Liberal Party","Male","Graduated college","30 to 44","QC",1
"1325","Liberal Party","Female","Graduated high school","45 to 59","QC",1
"1326","Conservative Party","Male","Graduated college","60 plus","AB",0
"1327","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"1328","Conservative Party","Female","Graduated college","18 to 29","ON",0
"1329","Liberal Party","Female","Graduated college","18 to 29","QC",1
"1330","Liberal Party","Female","Graduated high school","45 to 59","NS",1
"1331","Liberal Party","Male","Graduated college","60 plus","QC",1
"1332","Liberal Party","Female","Graduated college","60 plus","ON",1
"1333","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"1334","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"1335","Conservative Party","Male","Graduated high school","60 plus","QC",0
"1336","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"1337","Conservative Party","Male","Graduated college","18 to 29","AB",0
"1338","Liberal Party","Male","Graduated college","30 to 44","QC",1
"1339","Liberal Party","Female","Graduated college","45 to 59","ON",1
"1340","Liberal Party","Female","Didn't graduate college","60 plus","QC",1
"1341","Conservative Party","Male","Graduated college","45 to 59","BC",0
"1342","Conservative Party","Male","Graduated high school","45 to 59","QC",0
"1343","Liberal Party","Female","Graduated high school","60 plus","QC",1
"1344","Conservative Party","Male","Graduated college","45 to 59","ON",0
"1345","Conservative Party","Female","Graduated high school","60 plus","QC",0
"1346","Conservative Party","Male","Graduated high school","60 plus","AB",0
"1347","Conservative Party","Female","Graduated high school","60 plus","ON",0
"1348","Conservative Party","Female","Graduated college","30 to 44","SK",0
"1349","Conservative Party","Male","Didn't graduate college","45 to 59","NL",0
"1350","Conservative Party","Male","Graduated college","60 plus","AB",0
"1351","Conservative Party","Male","Graduated college","30 to 44","ON",0
"1352","Conservative Party","Female","Graduated high school","60 plus","AB",0
"1353","Liberal Party","Female","Graduated high school","45 to 59","SK",1
"1354","Liberal Party","Male","Graduated college","60 plus","BC",1
"1355","Liberal Party","Female","Graduated college","45 to 59","ON",1
"1356","Liberal Party","Male","Didn't graduate high school","18 to 29","NS",1
"1357","Conservative Party","Female","Didn't graduate college","45 to 59","NB",0
"1358","Liberal Party","Female","Graduated college","30 to 44","QC",1
"1359","Liberal Party","Male","Graduated college","18 to 29","ON",1
"1360","Conservative Party","Female","Graduated college","30 to 44","ON",0
"1361","Conservative Party","Male","Didn't graduate college","60 plus","QC",0
"1362","Conservative Party","Female","Didn't graduate college","30 to 44","SK",0
"1363","Liberal Party","Female","Graduated college","45 to 59","ON",1
"1364","Conservative Party","Female","Didn't graduate college","45 to 59","QC",0
"1365","Liberal Party","Female","Didn't graduate college","60 plus","QC",1
"1366","Liberal Party","Female","Graduated college","45 to 59","ON",1
"1367","Liberal Party","Female","Didn't graduate college","30 to 44","NL",1
"1368","Liberal Party","Male","Graduated high school","60 plus","ON",1
"1369","Liberal Party","Female","Graduated college","18 to 29","ON",1
"1370","Conservative Party","Male","Graduated high school","30 to 44","QC",0
